gene	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24
ENSRNOG00000053992	0	0.5	0	0	0	0	0
ENSRNOG00000053997	0	0	0	0	0	0	0
ENSRNOG00000054006	0	0	0	0	0	0	0
ENSRNOG00000054007	0	0	0	0	0	1	0
ENSRNOG00000054008	250.2292	250.2471	210.1923	299.9995	216.9998	270.2448	206.0001
ENSRNOG00000054011	446	390	446	428	362	434	416
ENSRNOG00000054012	0	0	0	0	0	0	0
ENSRNOG00000054013	0	0	0	1	0	3	0
ENSRNOG00000054017	533.561	426.661	512.196	476.674	436.626	502.816	493.367
ENSRNOG00000054022	0	0	0	0	0	0	0
ENSRNOG00000054026	0	0	0	0	0	0	0
ENSRNOG00000054029	38.2364	25.926	38.5194	25.2078	23.7286	23.636	26.5184
ENSRNOG00000054033	66	56	51	65	50	46	50
ENSRNOG00000054039	2.25066	0	0	0	1.2177	0	1.24302
ENSRNOG00000054042	38.9317	23.7804	45.3969	27.6283	24.6536	31.8562	37.0461
ENSRNOG00000054046	0	0	0	0	0	0	0
ENSRNOG00000054049	248	207	247	228	228	266	259
ENSRNOG00000054052	29	34	35	37	13	22	28
ENSRNOG00000054053	0	0	0	0	0	0	0
ENSRNOG00000054054	0	0	0	1	0	0	0
ENSRNOG00000054058	1169	1051	1230	1273	1054	1214	1162
ENSRNOG00000054063	825	724.675	793.616	813.661	662.575	799	671.673
ENSRNOG00000054071	0	0	0	0	0	0	0
ENSRNOG00000054073	3.53548E-08	10.747	13.2254	0	6.04615	0	2.04873E-07
ENSRNOG00000054080	1798	1362	1697	1822	1417	1724	1506
ENSRNOG00000054086	0	0	2	0	0	0	0
ENSRNOG00000054096	0	0	0	1.00638	0	0	0
ENSRNOG00000054103	0	0	0	0	0	0	0
ENSRNOG00000054107	0	0	0	0	0	0	0
ENSRNOG00000054109	0	0	1	0	0	0	0
ENSRNOG00000054118	590.9748	610.0004	599	522.9995	483.9956	514.0001	461.9996
ENSRNOG00000054121	0	0	0	0	0	1	0
ENSRNOG00000054122	0	0	0	0	0	0	0
ENSRNOG00000054126	2	3	3	3	8	5	8
ENSRNOG00000054128	0	0	0	0	0	0	0
ENSRNOG00000054129	0	1	0	0	0	0	0
ENSRNOG00000054133	0	0	0	0	0	0	0
ENSRNOG00000054136	2.00158	0	4.00663	1.00021	1.00063	4.00453	3.0057
ENSRNOG00000054139	0	0	0	0	0	0	0
ENSRNOG00000054140	12295.972	11206.996	12196.968	11380.978	10035.99	10727.995	11116
ENSRNOG00000054142	31	40	23	42	21	25	27
ENSRNOG00000054146	0	0	0	0	0	0	0
ENSRNOG00000054151	421.2092	339.7136	392.1578	376.1181	342.3202	395.9342	355.6676
ENSRNOG00000054154	0	0	0	0	0	0	0
ENSRNOG00000054157	714	617	673	672	538	641	634
ENSRNOG00000054164	0	0	0	1	0	1	0
ENSRNOG00000054165	6.64509	23.7485	9.66295	21.1539	9.45634	2.9711	10.3113
ENSRNOG00000054170	0	0	0	0	0	0	0
ENSRNOG00000054172	10115	8718	9987	10290	8488	9535	9919
ENSRNOG00000054176	1031.54	1024	1149	1161.91	910	961.821	1008
ENSRNOG00000054179	0	0	0	0	0	0	0
ENSRNOG00000054181	1	0	0	0	0	0	0
ENSRNOG00000054182	0	0	0	3	0	0	0
ENSRNOG00000054186	0	0	0	0	0	0	0
ENSRNOG00000054188	0	0	0	0	0	0	0
ENSRNOG00000054189	0	0	0	0	0	0	0
ENSRNOG00000054195	0	0	0	0	0	0	0
ENSRNOG00000054196	10.6805	15.0966	17.5323	15.9235	27.4226	13.2442	40.7571
ENSRNOG00000054203	4	5	9	5	3	1	3
ENSRNOG00000054204	9.0553	28	22	19	24	13	44
ENSRNOG00000054207	0	0	0	0	0	0	0
ENSRNOG00000054210	0	0	0	0	0	0	1.20034
ENSRNOG00000054212	158.0003	142	167.0001	150	122	173.0004	152
ENSRNOG00000054215	0	0	0	0	0	0	0
ENSRNOG00000054217	0	2.9999953	3.999998	5	1.0000003	2.000004	4.999998
ENSRNOG00000054218	9.20136	6.22807	10.2996	11.3553	7.25446	8.42603	12.2339
ENSRNOG00000054219	0	1	3	0	0	2	1
ENSRNOG00000054223	0	0	0	0	0	0	0
ENSRNOG00000054224	433	414	485	467	345	390	420
ENSRNOG00000054227	0	0	0	0	0	0	0
ENSRNOG00000054235	0	0	1	0	0	0	0
ENSRNOG00000054245	0	0	0	0	0	0	0
ENSRNOG00000054246	2.85801	3.76253	0	0	3.26799	5.65334	13.0915
ENSRNOG00000054250	0	5	2	0	0	0	1
ENSRNOG00000054251	13.00003	7	14	10	6	7	19.00002
ENSRNOG00000054257	3058	2837	3088	3185	2486	3105	3234
ENSRNOG00000054259	1015	856	934	989	845	944	957
ENSRNOG00000054264	1639.834	1420.565	1537.966	1607.532	1329.937	1527.306	1498.176
ENSRNOG00000054265	0	0	0	1	0	0	0
ENSRNOG00000054267	0	0	0	0	0	0	0
ENSRNOG00000054269	0	0	0	0	0	0	0
ENSRNOG00000054270	0	0	0	0	0	0	0
ENSRNOG00000054272	708	575	666	656	577	679	639
ENSRNOG00000054274	312	224	330	340	255	305	307
ENSRNOG00000054275	22	22	16	24	23	24	13
ENSRNOG00000054277	0	0	0	0	0	0	0
ENSRNOG00000054281	0	0	0	0	0	0	0
ENSRNOG00000054282	0	0	1	0	1	0	0
ENSRNOG00000054284	141.847	157.194	117.874	153.111	106.578	142.614	149.573
ENSRNOG00000054286	773.54	712.706	673.126	567.36	567.323	662.647	363.031
ENSRNOG00000054289	13	5	13	16	7	6	10
ENSRNOG00000054293	0	0	0	0	0	0	0
ENSRNOG00000054294	1097	1131	1061	1233	971	1188	1118
ENSRNOG00000054295	1	1	3	2	3	1	3
ENSRNOG00000054296	61.1936	45	33.5814	41.8049	43.9661	42.4431	35.1286
ENSRNOG00000054297	4.55499	9.02478	2.96546	9.18251	8.37101	3.32672	8.76219
ENSRNOG00000054313	0	0	1	0	0	0	0
ENSRNOG00000054314	3	2	7	2	2	3	0
ENSRNOG00000054319	4.45974	0	0	7.75769	34.756	0	13.5504
ENSRNOG00000054322	1	3	5	2	3	3	0
ENSRNOG00000054330	0	7	1	3	0	0	3
ENSRNOG00000054331	69	70	72	92	86	79	88
ENSRNOG00000054333	0	0	0	0	0	0	0
ENSRNOG00000054334	149.262	107.428	131.661	167.454	143.929	126.131	83.5705
ENSRNOG00000054336	1	1	2	0	3	0	2
ENSRNOG00000054338	50.1869	8.81094	24.5578	28.0782	34.7067	42.645	33.0101
ENSRNOG00000054344	1000	862	997	1018	865	898	1060
ENSRNOG00000054348	0	0	3	0	0	0	4
ENSRNOG00000054349	0	0	0	0	0	0	0
ENSRNOG00000054352	4055	3742	4172	4283	3507	4020	3925
ENSRNOG00000054355	3.28605	1.10198	3.29698	0	1.10443	0	1.10122
ENSRNOG00000054359	0	0	0	0	0	0	0
ENSRNOG00000054360	55	39	66	40	48	41	56
ENSRNOG00000054361	6.96198	0	15.3914	10.7983	7.94117	3.48767	0
ENSRNOG00000054367	6.30879	2.51824	13.3398	2.50484	2.50186	5.01997	3.81219
ENSRNOG00000054371	126.923	133.491	134.174	166.949	112.989	141.218	187.556
ENSRNOG00000054374	225	175	186	200	162	182	154
ENSRNOG00000054375	0	2	2	0	0	0	0
ENSRNOG00000054377	73	94	95	93	94	78	83
ENSRNOG00000054378	1	0	0	0	0	0	0
ENSRNOG00000054379	0	0	0	0	0	0	2
ENSRNOG00000054385	34.5072	29.1178	30.5263	37.1574	30.3201	31.1876	35.141
ENSRNOG00000054391	1218.36	1301.52	1241.21	1314.87	1068.8	1074.22	1178.98
ENSRNOG00000054392	50.7131	41.5432	69.4301	55.9622	51.324	50.0564	60.2174
ENSRNOG00000054399	0	0	0	0	0	0	0
ENSRNOG00000054400	837	780	837	906	796	855	854
ENSRNOG00000054401	0	0	0	0	0	0	0
ENSRNOG00000054403	0	0	0	0	0	0	0
ENSRNOG00000054404	0	0	0	0	0	0	0
ENSRNOG00000054405	4.02871	0	5.20969	3.05503	1.04224	3.08434	2.04023
ENSRNOG00000054408	1.53449	0	0	0.503819	1.01914	2.51861	0
ENSRNOG00000054409	0	0	0	0	0	0	0
ENSRNOG00000054410	0	0	0	0	0	0	0
ENSRNOG00000054413	0	0	1	0	0	0	0
ENSRNOG00000054416	4.27333	0	0	0	0	9	4.01873
ENSRNOG00000054417	0	0	0	0	0	0	0
ENSRNOG00000054418	1.40357	0	0	0	0	1.41441	2.83983
ENSRNOG00000054420	83.5583	75.1958	76.1793	113.67	67.0252	73.4913	80.1636
ENSRNOG00000054421	0	0	0	0	0	0	1
ENSRNOG00000054423	90	75	70	78	59	56	73
ENSRNOG00000054426	248	246	288	280	192	247	259
ENSRNOG00000054427	0	0	0	0	0	0	0
ENSRNOG00000054428	0	0	1	0	0	0	0
ENSRNOG00000054429	0	0	0	0	1.07249	1.05535	1.08317
ENSRNOG00000054430	0	0	0	0	1	0	0
ENSRNOG00000054433	0	0	0	0	0	0	0
ENSRNOG00000054437	75	48	81	71	60	67	68
ENSRNOG00000054438	26.2193	28.2531	35.2512	25.2042	19.103	21.1159	9.21295
ENSRNOG00000054439	1	0	0	0	0	0	0
ENSRNOG00000054446	1354	1419	1410	1433	1210	1442	1476
ENSRNOG00000054458	27	22	24	15	25	14	23
ENSRNOG00000054459	35.7095	22.9136	0	0.00821721	0	0	0.0111715
ENSRNOG00000054460	0	0	6	0	0	2	2
ENSRNOG00000054463	0	0	0	0	0	2	0
ENSRNOG00000054468	474.9999	411	480.9998	558.0004	400.9999	466	474.9997
ENSRNOG00000054473	0	0	0	0	0	0	0
ENSRNOG00000054474	828.134	677.753	747.103	568.636	564.428	703.316	328.115
ENSRNOG00000054475	0	0	1	1	0	0	0
ENSRNOG00000054479	523	533	519	553	435	499	471
ENSRNOG00000054480	0	0	0	0	0	0	0
ENSRNOG00000054481	0	0	0	1.33333	0	1	1
ENSRNOG00000054487	0	0	0	0	0	0	0
ENSRNOG00000054488	396.385	334.131	394.662	362.879	395.662	448.096	411.708
ENSRNOG00000054489	3141.5	2894.32	3365.97	3119.46	2774.3	2830.42	3039.76
ENSRNOG00000054495	2.07302	5.17112	5.21777	2	0	1.03955	3.10959
ENSRNOG00000054497	414	422	394	452	317	403	397
ENSRNOG00000054498	0	0	0	0	0	0	0
ENSRNOG00000054505	0	0	0	0	0	0	0
ENSRNOG00000054506	0	0	2	0	0	0	0
ENSRNOG00000054508	185.066	216.081	210.069	216.255	197.223	260.227	210.196
ENSRNOG00000054513	196.003	295.545	233.763	286.578	215.592	314.479	204.1
ENSRNOG00000054514	1746	1466	1765	1540	1313	1587	1520
ENSRNOG00000054515	510	586	473	500	423	476	495
ENSRNOG00000054519	92.4942	72.664	126.653	85.2582	71.9304	122.295	125.454
ENSRNOG00000054524	5	1	7	2	1	2	1
ENSRNOG00000054539	3	6	3	9	4	7	2
ENSRNOG00000054540	0	0	0	0	0	0	0
ENSRNOG00000054543	0	0	0	0	0	0	0
ENSRNOG00000054545	0	0	0	0	0	0	0
ENSRNOG00000054546	0	0	0	0	0	0	0
ENSRNOG00000054548	974	725	924	863	732	990	769
ENSRNOG00000054549	978.0002	933.0002	964.99958	886.9999	813.999863	912.000513	733.99976
ENSRNOG00000054552	0	0	0	1	0	0	0
ENSRNOG00000054557	1090	900	906	1034	800	1014	945
ENSRNOG00000054560	290.9997	363	323.9996	343.9999	292	286.9997	409
ENSRNOG00000054561	204	163	164	167	131	173	101
ENSRNOG00000054563	1749	1634	1737	1774	1438	1635	1552
ENSRNOG00000054568	0	0	0	0	0	0	0
ENSRNOG00000054569	0	0	0	0	1	0	1
ENSRNOG00000054572	6	2	5	5	5	3	6
ENSRNOG00000054576	2	2	2	2	0	1	1
ENSRNOG00000054581	646.646	590.975	619.055	751.32	605.984	613.87	621.532
ENSRNOG00000054582	0	0	0	0	0	0	0
ENSRNOG00000054588	0	0	1	0	0	0	2
ENSRNOG00000054590	0	0	0	0	0	0	0
ENSRNOG00000054593	0	0	0	0	0	0	0
ENSRNOG00000054595	0	0	0	0	0	0	0
ENSRNOG00000054603	12	13	16	19	9	13	9
ENSRNOG00000054604	1.5212	1.50542	2.54072	3.00545	2.52553	3.79932	2.55242
ENSRNOG00000054605	190	165	169	194	134	181	159
ENSRNOG00000054609	1072.28	990.859	1067.6	1148.69	980.928	1080.81	1005.58
ENSRNOG00000054614	1.51753	0.853499	0	39.9551	0	0	0
ENSRNOG00000054616	0	0	0	0	0	0	0
ENSRNOG00000054617	0	0	0	0	0	0	0
ENSRNOG00000054618	0	0	0	0	0	0	0
ENSRNOG00000054620	32	19	28	21	19	20	13
ENSRNOG00000054624	47.0039	40.8058	48.5827	76.0319	33.8745	59.3703	51.968
ENSRNOG00000054625	539.068	409.975	496.337	485.152	419.157	488.714	543.172
ENSRNOG00000054626	16450.1	14425	16313.6	15186.7	13951.8	13797.8	14954.4
ENSRNOG00000054631	0	0	0	0	0	0	0
ENSRNOG00000054635	0	0	0	0	0	0	0
ENSRNOG00000054638	0	0	0	0	0	0	0
ENSRNOG00000054639	4.38925	0	7.93289	18.784	0	5.4897	0
ENSRNOG00000054640	0	0	0	0	0	0	0
ENSRNOG00000054641	18	22	25	18	15	10	22
ENSRNOG00000054643	10.5186	8.75817	17.054	8.51947	8.70198	16.0084	3.60247
ENSRNOG00000054647	0	0	0	0	0	0	0
ENSRNOG00000054648	0	1	2	2	1	1	1
ENSRNOG00000054663	2	1	2	3	1	2	2
ENSRNOG00000054669	332.9993	353.00021	340.9999	384.99989	271	358.00082	355.0001
ENSRNOG00000054671	0	0	0	1	1	1	0
ENSRNOG00000054673	0	0	0	0	0	0	0
ENSRNOG00000054677	0	0	0	0	0	0	0
ENSRNOG00000054681	0	0	0	0	0	0	0
ENSRNOG00000054688	0	0	0	0	0	0	0
ENSRNOG00000054689	5968	6527	6665	6078	5662	6014	7015
ENSRNOG00000054695	151.1573	177.1633	212.2474	189.4018	167.1009	178.1955	262.1157
ENSRNOG00000054697	0	0	0	0	0	0	0
ENSRNOG00000054698	4.77821	6.67821	11.5115	5.35129	0	0	7.69864
ENSRNOG00000054699	0	0	0	1	0	0	0
ENSRNOG00000054700	1	0	1	0	0	0	0
ENSRNOG00000054715	0	0	0	0	0	0	0
ENSRNOG00000054716	2.58255	2.23411	19.8455	1.24379	0	0.242628	5.48626
ENSRNOG00000054719	175.615	150.843	316.82	152.957	133.664	154.47	177.631
ENSRNOG00000054721	0	0	0	0	0	0	0
ENSRNOG00000054724	751.953	703.615	745.207	769.454	653.894	671.831	717.783
ENSRNOG00000054725	1209.89	1051.38	1196.68	1304.41	1035.88	1293.06	1196.93
ENSRNOG00000054729	0	0	0	0	0	0	0
ENSRNOG00000054730	0	0	0	0	0	0	0
ENSRNOG00000054732	0	0	0	0	0	0	0
ENSRNOG00000054734	0	0	0	0	0	0	0
ENSRNOG00000054736	0	0	0	0	0	1	0
ENSRNOG00000054751	462.349	371.612	441.347	396.949	337.644	388.405	371.836
ENSRNOG00000054757	6721.003	6230.003	6836.003	7437	5505.001	6708.565	7020.999
ENSRNOG00000054763	0	0	0	0	0	0	0
ENSRNOG00000054764	7	6	0	2	4	6	10
ENSRNOG00000054765	322	315	323	345	283	333	292
ENSRNOG00000054770	433.99954	354	469.99979	430.00026	374.99993	405.00003	415.0001
ENSRNOG00000054772	2	3	1	0	2	3	3
ENSRNOG00000054775	4452.99767	3796.3557	4548.99832	4599.00234	3760.99994	4141.99741	4069.9989
ENSRNOG00000054778	0	0	0	0	0	0	0
ENSRNOG00000054780	111.357	97.8774	137.587	91.0409	97.7409	126.926	105.015
ENSRNOG00000054782	1248	1119	1244	1279	1059	1185	1116
ENSRNOG00000054783	0	0	0	0	0	0	0
ENSRNOG00000054784	0	0	0	0	0	0	0
ENSRNOG00000054790	0	0	0	0	0	0	0
ENSRNOG00000054796	0	0	1	2	1	1	3
ENSRNOG00000054804	0	0	0	0	0	0	0
ENSRNOG00000054806	122.5839	124.879	160.2114	124.0472	134.418	136.0528	192.5001
ENSRNOG00000054808	0	0	0	0	0	0	0
ENSRNOG00000054815	0	0	0	1	2.87063	0	3
ENSRNOG00000054817	0	0	0	0	0	0	0
ENSRNOG00000054818	0	0	0	0	0	0	0
ENSRNOG00000054825	0	1	0	0	0	0	0
ENSRNOG00000054828	0	0	0	0	0	0	0
ENSRNOG00000054838	1970	1768	1999	2116	1747	1907	1903
ENSRNOG00000054840	0	1.00084	0	0	0	0	0
ENSRNOG00000054846	0	0	0	0	0	0	0
ENSRNOG00000054847	0	0	0	0	0	0	0
ENSRNOG00000054854	25.9988	32.2861	35.5952	27.0722	38.5494	25.066	35.4002
ENSRNOG00000054856	0	0	0	0	0	0	0
ENSRNOG00000054860	2	0	1	3	0	1	0
ENSRNOG00000054863	2246.236	1913.63	2258.191	2126.38	1886.206	2041.629	1899.6468
ENSRNOG00000054865	0	0	0	0	0	0	0
ENSRNOG00000054871	501.287	438.974	502.455	536.984	354.823	356.507	537.232
ENSRNOG00000054875	8.6707	11.0056	6.93258	3.25682	8.73084	0	0
ENSRNOG00000054879	0	0	0	0	0	0	1
ENSRNOG00000054882	0	0	0	0	0	1	0
ENSRNOG00000054889	14	20	12	14	15	9	1
ENSRNOG00000054890	8553	7551	9281	9571	7576	8365	9923
ENSRNOG00000054891	1028.9956	993	1112.0025	1088.9993	921.0004	1054.00256	1190.00289
ENSRNOG00000054896	671.791	596.286	650.842	634.882	576.68	556.066	604.333
ENSRNOG00000054900	0	0	0	0	0	0	0
ENSRNOG00000054901	693	559	693	589	537	689	645
ENSRNOG00000054902	328.2824	363.404	383.8676	366.5387	312.5	359.9057	378.3565
ENSRNOG00000054909	0	0	0	0	0	0	0
ENSRNOG00000054917	20	9	18	18	16	18	16
ENSRNOG00000054922	0	0	0	0	0	0	0
ENSRNOG00000054931	0	0	0	0	0	0	0
ENSRNOG00000054932	0	0	0	1	0	0	0
ENSRNOG00000054937	46.2877	61.1628	41.2973	44.5225	40.555	50.0671	57.7205
ENSRNOG00000054939	0	0	0	0	0	0	0
ENSRNOG00000054940	0	0	0	0	0	0	0
ENSRNOG00000054945	18469.4	19947.2	13179.4	17827.4	24317.3	22564.2	21146.3
ENSRNOG00000054951	0	1	2	0	0	0	1
ENSRNOG00000054953	8.43343	8.08558	10.4586	20.1026	9.51217	13	6.04145
ENSRNOG00000054954	3	2	3	6	3	4	5
ENSRNOG00000054955	13	30	24	16	16	22	13
ENSRNOG00000054957	4	5	10	12.99999	5	4	4
ENSRNOG00000054959	806.666	724.554	741.111	884.362	729.183	755.542	755.362
ENSRNOG00000054962	3	4	0	0	1	0	1
ENSRNOG00000054963	574	563	526	567.99998	472.99955	520	530
ENSRNOG00000054964	2	5	2	5	3	2	1
ENSRNOG00000054965	0	0	0	0	0	0	0
ENSRNOG00000054972	0	0	0	0	0	0	0
ENSRNOG00000054976	0	0	0	0	0	0	0
ENSRNOG00000054978	2190	1640	1854	1859	1559	1705	1809
ENSRNOG00000054979	0	0	0	0	0	0	0
ENSRNOG00000054989	20	27	21	27	15	24	28
ENSRNOG00000054992	0	0	0	0	0	0	0
ENSRNOG00000054999	108	76	87	86	92	80	91
ENSRNOG00000055000	1198.152	1042.242	1258.967	1192.524	1050.42	1154.16	1278.397
ENSRNOG00000055004	0	0	0	0	0	0	0
ENSRNOG00000055008	41.6169	37.4029	47.7525	33.6427	41.3729	43.6138	46.7842
ENSRNOG00000055010	27	29	30	27	17	29	38
ENSRNOG00000055011	0	1	0	0	0	0	0
ENSRNOG00000055012	2449.29	2438.84	2696.37	2414.28	2259.67	2449.09	2700.01
ENSRNOG00000055015	19.0637	23.4059	25.5683	39.1394	42.9122	26.4677	27.3499
ENSRNOG00000055020	220.202	173.43	199.67	194.863	170.403	180.568	205.495
ENSRNOG00000055022	0	0	0	0	0	0	0
ENSRNOG00000055023	5.19099	8.8063	4.6014	8.88667	5.42756	5.48951	3.36815
ENSRNOG00000055025	1	0	0	0	0	0	1
ENSRNOG00000055028	1304	1253.09	1280.28	1462.61	1056.49	1343	1230.29
ENSRNOG00000055029	0	0	0	0	0	0	0
ENSRNOG00000055031	0	0	0	0	0	0	0
ENSRNOG00000055035	0	0	0	0	0	0	0
ENSRNOG00000055036	299	299	338	299	229	279	280
ENSRNOG00000055038	39.7179	31.0294	34.1017	26.6565	31.9782	32.3989	26.4183
ENSRNOG00000055042	4	5	9	14	6	11	8
ENSRNOG00000055046	2	0	2.00041	0	0	0	0
ENSRNOG00000055049	80	69	90	128	86	83	82
ENSRNOG00000055051	0	0	0	0	0	0	0
ENSRNOG00000055053	0	1.06517	3.05756	0	4.38103	1.01773	2.20877
ENSRNOG00000055054	0	0	0	0	0	0	0
ENSRNOG00000055055	0	0	0	0	0	0	0
ENSRNOG00000055056	37.2895	64.7777	97.6757	63.1223	7.49255	66.9195	39.0241
ENSRNOG00000055063	1	0	1.00163	3.00122	2.00094	1.00222	0
ENSRNOG00000055068	154.999	112.782	122.396	102.289	128.615	102.869	72.9785
ENSRNOG00000055072	0	0	0	0	0	0	0
ENSRNOG00000055078	15	29	25	40	35	25	34
ENSRNOG00000055079	186	177	166	160	175	144	192
ENSRNOG00000055082	1403	1151	1344	1467	1154	1310	1206
ENSRNOG00000055083	0	0	0	0	0	0	0
ENSRNOG00000055089	1921.383	1612.263	1849.31	1749.679	1535.522	1919.425	1838.823
ENSRNOG00000055093	291	270	323	328	295	310	307
ENSRNOG00000055096	440.322	381.989	456.644	415.537	395.827	446.081	407.112
ENSRNOG00000055097	9	4	9	6	2	2	3
ENSRNOG00000055098	2.00031	1.00877	3.00035	1	0	0	1.01129
ENSRNOG00000055099	5	3	2	1	3	0	0
ENSRNOG00000055102	0	0	0	0	0	0	0
ENSRNOG00000055103	5.07914	2.06122	6.26198	14.2356	11.207	5.22163	8.39596
ENSRNOG00000055107	0	0	0	0	0	0	0
ENSRNOG00000055111	713	512	591	502	523	606	307
ENSRNOG00000055117	0	0	0	0	0	0	0
ENSRNOG00000055123	0	0	0	0	0	0	0
ENSRNOG00000055130	0	0	0	0	0	0	0
ENSRNOG00000055138	0	0	0	0	0	0	0
ENSRNOG00000055140	0	0	0	0	0	0	0
ENSRNOG00000055142	6	1	2	4	0	3	7
ENSRNOG00000055145	0	0	0	0	0	0	0
ENSRNOG00000055146	0	0	0	0	0	0	1
ENSRNOG00000055150	0	0	0	0	0	0	0
ENSRNOG00000055155	0	0	0	0	0	0	0
ENSRNOG00000055156	6.991	15.9736	12.972	27.8679	9.94599	18.9115	7.9647
ENSRNOG00000055157	122	122	138	130	107	149	93
ENSRNOG00000055159	0	0	0	0	0	0	0
ENSRNOG00000055164	0	0	0	0	0	0	0
ENSRNOG00000055169	0	0	0	0	0	0	0
ENSRNOG00000055176	0	0	0	0	0	0	0
ENSRNOG00000055178	7	6	12	9	12	7	6
ENSRNOG00000055179	279.361	115.123	253.185	217.874	322.149	200.485	119.064
ENSRNOG00000055182	0	0	0	0	0	0	0
ENSRNOG00000055185	13	16	10	4	4	3	8
ENSRNOG00000055188	0	0	0	0	0	0	0
ENSRNOG00000055193	0	0	0	0	0	0	0
ENSRNOG00000055194	0	0	1	1	0	0	0
ENSRNOG00000055196	0	0	0	0	0	0	0
ENSRNOG00000055197	0	0	0	0	0	0	0
ENSRNOG00000055204	7.15102	6.20417	6.92272	7.31049	4.6111	0	3.4741
ENSRNOG00000055211	1.03136	2.10284	4.13632	2.09138	3.09671	2.0644	4.08106
ENSRNOG00000055221	108.968	71.4667	74.4955	110.8	101.745	101.396	105.07
ENSRNOG00000055222	8.37728	12.5353	7.81271	17.3255	6.39438	12.3759	10.569
ENSRNOG00000055226	2234.998	2035.997	2249.003	2479.001	1805.004	2130.998	1988.996
ENSRNOG00000055229	766.051	648.028	956.64	867.914	619.239	813.519	785.891
ENSRNOG00000055236	489	384	417	432	415	413	451
ENSRNOG00000055238	0	1	1	0	0	0	0
ENSRNOG00000055241	904	908	902	780	335	637	975
ENSRNOG00000055246	3127	3025	3243	3346	2709	3153	3179
ENSRNOG00000055247	0	0	0	0	0	0	0
ENSRNOG00000055251	7	4	16	13	6	12	5
ENSRNOG00000055254	0	0	0	0	0	0	0
ENSRNOG00000055257	3110	2760	3134	3098	2750	2897	3114
ENSRNOG00000055259	66	46	59	66	50	66	45
ENSRNOG00000055261	0	0	0	0	1	0	0
ENSRNOG00000055266	0	0	0	0	0	0	0
ENSRNOG00000055270	0	0	0	0	0	0	0
ENSRNOG00000055277	734.007	654.876	692.121	687.672	600.212	676.7	634.714
ENSRNOG00000055281	4029	3572	4168	4352	3223	4029	4141
ENSRNOG00000055286	82.31331	50.0493	69.4776	34.3071	25.45742	68.68069	62.9839
ENSRNOG00000055292	355.463	295.691	346.375	324.385	289.942	321.278	294.349
ENSRNOG00000055293	71	131	87	100	82.00002	96	149.0002
ENSRNOG00000055295	685	615	710	768	600	657	732.99984
ENSRNOG00000055297	49.5865	48	63	47	40	43.5759	53.5877
ENSRNOG00000055298	8	12	3	8.57209	7	8	9.81839
ENSRNOG00000055300	1186	963	1072	1074	861	1088	769
ENSRNOG00000055305	4277.001	4169.998	4200.996	4850.995	3872.998	4444.996	4494.995
ENSRNOG00000055307	401	369	460	394	328	422	414
ENSRNOG00000055309	693	675	758	691	573	690	692
ENSRNOG00000055310	0	0	0	0	0	0	0
ENSRNOG00000055314	1135	1111	1213	1136	1009	1016	1103
ENSRNOG00000055318	0	0	0	0	0	0	0
ENSRNOG00000055319	10131.4	9361.36	10052.3	10087.2	8563.61	9298.69	9830.06
ENSRNOG00000055322	0	0	0	0	0	0	0
ENSRNOG00000055325	0	0	0	0	0	0	0
ENSRNOG00000055331	679	607	721	667	586	628	603
ENSRNOG00000055335	0	1.60337	0	1.37547	0	2.16974	0
ENSRNOG00000055339	0	0	0	0	0	0	0
ENSRNOG00000055340	1431	1197	1311	1488	1075	1268	1255
ENSRNOG00000055344	1149.52	1127.03	1232.28	1237.41	1010.8	1180.05	1229.75
ENSRNOG00000055356	0	0	0	0	0	0	0
ENSRNOG00000055357	0	0	0	0	0	0	0
ENSRNOG00000055358	0	0	0	0	0	0	0
ENSRNOG00000055364	9.42913E-06	31.3981	0	8.74872	23.3876	9.94672	0.000464366
ENSRNOG00000055365	1141	1044	1177	1218	924	1159	1138
ENSRNOG00000055367	3.5	4	6	4.5	3	5	5.5
ENSRNOG00000055368	0	0	0	0	0	0	0
ENSRNOG00000055370	0	0	0	0	0	0	0
ENSRNOG00000055371	130	108	113	115	90	137	105
ENSRNOG00000055372	0	0	0	0	0	0	0
ENSRNOG00000055374	0	0	0	0	0	0	0
ENSRNOG00000055375	0	0	0	0	0	0	0
ENSRNOG00000055382	2	3	2	1	3.00652	0	1
ENSRNOG00000055383	8	4	5.02526	11	8	4.02261	1
ENSRNOG00000055384	0	0	0	0	0	0	0
ENSRNOG00000055389	0	0	0	0	0	0	0
ENSRNOG00000055391	1556	1504	1596	1811	1312	1633	1569
ENSRNOG00000055401	21.0064	9.00311	20.0246	8	6	16	13.0042
ENSRNOG00000055402	0	0	0	0	0	1	0
ENSRNOG00000055404	6	0	2	4	1	6	4
ENSRNOG00000055406	5.63201	5.16221	6.84777	5.67346	3.43951	7.58332	7.28279
ENSRNOG00000055408	203.571	245.628	229.685	190.542	149.44	185.346	159.327
ENSRNOG00000055413	0	0	0	0	0	0	0
ENSRNOG00000055420	0	0	0	0	0	0	0
ENSRNOG00000055421	0	0	0	0	0	0	0
ENSRNOG00000055424	0	0	0	0	0	0	0
ENSRNOG00000055426	32	20	13	19	9	11	23
ENSRNOG00000055428	0	0	0	0	0	0	0
ENSRNOG00000055433	23.99998	30	17	28.99995	17.99999	11	17.99998
