gene	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6
ENSRNOG00000059579	324.965	318.071	292.888	336.447	290.196	271.06	302.727
ENSRNOG00000059580	0	1	0	0	0	0	0
ENSRNOG00000059582	2	2	7	5	3	4	4
ENSRNOG00000059583	1	0	0	0	1	2	0
ENSRNOG00000059586	14308.6	10496.7	11090.8	11424.5	9659.83	8376.72	6213.62
ENSRNOG00000059588	50.2858	77.3538	73.037	74.5605	59.9503	62.269	61.5432
ENSRNOG00000059589	113	106	139	131	120	117	109
ENSRNOG00000059593	810	756	867	649	828	766	804
ENSRNOG00000059597	0	0	0	0	0	0	0
ENSRNOG00000059600	0	1	0	1	0	1	2
ENSRNOG00000059604	63	77	77	57	59	77	57
ENSRNOG00000059605	31	45	35	40	42	46	41
ENSRNOG00000059611	0	0	0	0	0	0	0
ENSRNOG00000059615	206.00037	261.00014	197	201.99953	177.00029	179	190.99989
ENSRNOG00000059618	161	156	139	156	135	128	142
ENSRNOG00000059620	0	0	0	0	0	0	0
ENSRNOG00000059621	0	0	0	0	0	0	0
ENSRNOG00000059622	39.2392	57.551	43.3067	32.5051	34.7914	35.9263	45.8173
ENSRNOG00000059624	1.22744	1.24737	2.39433	1.21565	1.22151	4.73315	1.24356
ENSRNOG00000059625	2.05591	6	2.02593	10.1946	6	7	5.05307
ENSRNOG00000059626	0	0	0	0	0	0	0
ENSRNOG00000059640	7.11591	12.26113	5.12814	20.61614	12.152821	10.2163	11.25159
ENSRNOG00000059641	2.72863	9.41282	2.75549	4.1579	5.28048	3.8301	1.36949
ENSRNOG00000059642	0	0	0	0	0	0	0
ENSRNOG00000059645	0	0.833333	0	0.333333	0	0	0
ENSRNOG00000059649	0	0	0	3	1	0	1
ENSRNOG00000059653	147	169.009	153.008	162	145.009	143.008	152.016
ENSRNOG00000059654	1	8	7	9	7	7	3
ENSRNOG00000059655	4.51855	0	0	0	3.40674	2.25037	1.12716
ENSRNOG00000059656	10	17	20	15	11.0226	17	8.01589
ENSRNOG00000059659	1379	1462	1349	1176	1134	1116	1269
ENSRNOG00000059663	80	94	86.5	119	83	76.5	89.5
ENSRNOG00000059664	0	0	0	0	0	0	0
ENSRNOG00000059667	0	0	0	0	0	0	0
ENSRNOG00000059669	0	0	0	0	0	0	0
ENSRNOG00000059673	0	1.07904	0	1.06012	0	0	0
ENSRNOG00000059679	70.3838	100.299	101.716	85.0055	109.371	89.6099	71.402800208947
ENSRNOG00000059680	0	0	0	0	0	0	0
ENSRNOG00000059683	51	55	53	35	42.99996	42	49
ENSRNOG00000059691	23.1017	24.6655	13.3726	31.5562	10.7935	23.3981	16.3638
ENSRNOG00000059697	0	2	2	0	0	0	1
ENSRNOG00000059698	1	0	1	0	1	2	0
ENSRNOG00000059702	86	103	104	90	100	77	102
ENSRNOG00000059703	10	14	10	6	13	9	11
ENSRNOG00000059704	0	0	0	0	0	0	0
ENSRNOG00000059705	35	47	36	41	24	27.0000000833756	33.00002
ENSRNOG00000059709	0.501357	0	0	1.01584	0	0	0
ENSRNOG00000059712	0	0	0	0	0	0	0
ENSRNOG00000059714	16241.2	19045.3	21425.6	17176.9	16826.4	18674.7	14882.1
ENSRNOG00000059715	189	248	232	197	217	211	275
ENSRNOG00000059720	2	3	3	6	2	4	3
ENSRNOG00000059725	0	0	0	0	0	1	0
ENSRNOG00000059730	0	0	0	0	0	0	0
ENSRNOG00000059733	0	0	0	0	0	0	0
ENSRNOG00000059734	2.02564	8	0	12	3.11752	1.04176	2.0755
ENSRNOG00000059740	0	0	0	0	0	0	1
ENSRNOG00000059741	2	2	5	4	3	2	5
ENSRNOG00000059744	1773	1696	1784	1927	1621	1539	1497
ENSRNOG00000059748	23.0569	46.3733	21.1293	50.4845	35.7243	37.9573	26.2049
ENSRNOG00000059750	80	72	65	63	79	66	69
ENSRNOG00000059753	0	2	4	2	1	1	1
ENSRNOG00000059754	0	0	0	0	0	0	0
ENSRNOG00000059756	3.43732	10.4299	6.88786	19.8447	6.32004	3.40524	9.18422
ENSRNOG00000059762	0	0	0	0	0	0	0
ENSRNOG00000059764	1245.19	1378.65	1281.1	1171.24	1163.14	1351.63	1464.6
ENSRNOG00000059765	21.01591	16.01339	15.0116	18.01173	17.02026	19.0482	16.06482
ENSRNOG00000059768	0	0	0	0.6991	1.13511	0	0
ENSRNOG00000059770	21.1771	3.709709	3.2971	14.4975	15.9885	19.598	19.09607
ENSRNOG00000059775	0	0	0	0	0	0	0
ENSRNOG00000059776	634.979	770.725	443.466	576.594	511.92	644.563	392.548
ENSRNOG00000059778	0	0	0	0	0	0	0
ENSRNOG00000059786	133.075	195.047	257.254	217.712	206.663	225.679	206.955
ENSRNOG00000059790	1	0	0	0	1	0	0
ENSRNOG00000059793	4	1	1	3	3	3	2
ENSRNOG00000059799	686	700	614	747	565	561	592
ENSRNOG00000059801	691.307	727.42	632.393	702.414	603.292	575.345	556.232
ENSRNOG00000059805	5.02611	23	12	22	14	14	19
ENSRNOG00000059806	0	0	0	0	0	0	0
ENSRNOG00000059810	564	586	477.9999	462.9998	498.9997	465.9996	477
ENSRNOG00000059811	0	0	0	0	0	0	0
ENSRNOG00000059827	486	383	442	380	431	393	354
ENSRNOG00000059830	0	0	0	0	0	0	0
ENSRNOG00000059834	394	366	314	262	321	318	358
ENSRNOG00000059837	204.9996	180.0005	221.0003	144	280	166	179
ENSRNOG00000059839	0	0	0	0	0	0	0
ENSRNOG00000059840	26	25	22	18	12	9	11
ENSRNOG00000059842	0	0	0	1	0	0	0
ENSRNOG00000059843	11	6.06674	8	2.04181	6.02681	3.03546	2
ENSRNOG00000059851	4	3	5	4	2	6	3
ENSRNOG00000059857	1818	1701	1709	1358	1554	1418	752
ENSRNOG00000059858	0	0	0	0	0	0	0
ENSRNOG00000059862	2	2	0	0	0	5	0
ENSRNOG00000059863	3.56918	2.95171	0	14.2485	3.64362	6.68409	3.16931
ENSRNOG00000059865	4	1	6	1	1	0	0
ENSRNOG00000059867	0	0	0.2	0	0	0	0
ENSRNOG00000059870	0	0	0	0	0	0	0
ENSRNOG00000059875	676	774	526	772	555	550	539
ENSRNOG00000059876	387	539	431	378	381	465	479
ENSRNOG00000059878	167	182	174	197	156	168	161
ENSRNOG00000059880	1138	1154	877	921	827	844	625
ENSRNOG00000059889	12.9778	20.9199	14.71046	20.1806	11.04926	20.04904	10.7372
ENSRNOG00000059890	42	45	56	46.9362	36.412	31	27
ENSRNOG00000059891	386.725	451.73	438.849	424.423	340.173	319.214	340.292
ENSRNOG00000059893	0	0	0	0	0	0	0
ENSRNOG00000059894	439	519	482	483	416	460	462
ENSRNOG00000059897	1	1	3	3	0	5	2
ENSRNOG00000059900	73	61	67	57	58	60	83
ENSRNOG00000059901	0	0	0	0	0	0	0
ENSRNOG00000059903	422	419	393	341	391	339	338
ENSRNOG00000059910	0	0	0	0	0	0	0
ENSRNOG00000059911	271.819	284.568	292.146	279.049	251.43	235.101	251.836
ENSRNOG00000059919	540	511	559	578	476	465	535
ENSRNOG00000059923	0	0	0	0	0	0	0
ENSRNOG00000059928	1.0054	2	3	4	0	0	1
ENSRNOG00000059929	0	0	0	0	0	0	0
ENSRNOG00000059936	0	0	0	0	0	0	0
ENSRNOG00000059938	47.9163	37.3831	44.3143	51.2992	36.1061	35.7562	55.1253
ENSRNOG00000059947	1613	1565	1591	1470	1391	1201	1242
ENSRNOG00000059949	10	5.59244	5.252	4.25235	5.24817	5.42607	3.16512
ENSRNOG00000059953	0	0	0	0	0	0	0
ENSRNOG00000059955	3	0	4	8	4	6	2
ENSRNOG00000059956	111	117	106	189	97	93	92
ENSRNOG00000059957	2.71592	2.26991	7.60786	2.19571	0	1.13922	0
ENSRNOG00000059961	64.7435	55.4074	39.1483	45.5367	41.1735	39.915	42.2474
ENSRNOG00000059962	26	15	20	18	11	18	10
ENSRNOG00000059963	15.802	21.0359	37.7788	30.6987	21.442	29.873	18.6001
ENSRNOG00000059964	28	26	30	17	27	33	22
ENSRNOG00000059965	0	0	0	0	0	0	0
ENSRNOG00000059968	1100	1372	1256	1036	1135	1176	1220
ENSRNOG00000059970	2	0	3	3	3	2	0
ENSRNOG00000059973	0	0	0	0	0	0	0
ENSRNOG00000059975	0	0	0	0	0	0	0
ENSRNOG00000059979	0	0	0	0	0	0	0
ENSRNOG00000059981	0	0	0	0	0	0	0
ENSRNOG00000059982	0	0	0	0	0	0	0
ENSRNOG00000059984	15	30	20	16	20	23	24
ENSRNOG00000059987	0	0	1.28163	1.14513	0	0	0
ENSRNOG00000059992	0	0	0	0	0	0	0
ENSRNOG00000059997	67.5067	78.5768	54.7786	72.5894	41.3299	44.7499	47.2983
ENSRNOG00000060002	0	0	0	0	0	0	0
ENSRNOG00000060005	5989.8992	5632.0472	5644.5918	5644.7236	5050.3822	5270.8138	5256.836
ENSRNOG00000060006	9	21	21	16	17	17	16
ENSRNOG00000060008	517.598	498.603	451.3431	448.241	450.571	407.821	461.082
ENSRNOG00000060010	139	170	139	162	151	143	157
ENSRNOG00000060011	5.5	9	10	6	7.5	5	6
ENSRNOG00000060016	0	0	0	0	0	0	0
ENSRNOG00000060020	6	3	7	8	1	0	0
ENSRNOG00000060021	1437.2	1742.69	1540.34	1619.8	1330.42	1551.21	1615.65
ENSRNOG00000060023	0	0	0	1	0	0	0
ENSRNOG00000060024	0	0	0	0	0	0	0
ENSRNOG00000060027	0	0	0	0	0	0	0
ENSRNOG00000060034	0	2	2	1	2	2	0
ENSRNOG00000060040	0	0	0	0	0	0	0
ENSRNOG00000060045	1066	1331	1080	1430	981	964	961
ENSRNOG00000060047	55.0613	41.6333	57.6215	178.032	1.50941	267.179	543.794
ENSRNOG00000060048	621	692	762	650.00038	616.99953	752.00006	719
ENSRNOG00000060049	0	0	0	0	0	0	0
ENSRNOG00000060051	30	35	22	27	32	32	30
ENSRNOG00000060052	15.1186	9.10197	7.06546	15.1502	6.02796	7.05095	5.03985
ENSRNOG00000060054	0	1	0	2	0	1	1
ENSRNOG00000060061	30	34	44	27	33	29	46
ENSRNOG00000060063	572	547	549	455	565	537	529
ENSRNOG00000060066	7.14518	10.1108	6.08533	5.01561	3.03126	6.06857	8.18468
ENSRNOG00000060069	335	284	313	324	292	286	356
ENSRNOG00000060070	0	0	0	0	0	0	0
ENSRNOG00000060071	0	0	0	0	0	0	0
ENSRNOG00000060077	57.4002	121.504	63.5506	119.953	108.322	99.9699	84.4509
ENSRNOG00000060085	0	0	0	0	0	0	0
ENSRNOG00000060087	381	441	398	306	328	341	370
ENSRNOG00000060089	15.1043	27.8874	35.3061	22.6601	21.3575	21.5918	19.3357
ENSRNOG00000060098	11570	11973	12875	10843	10796	9656	7691
ENSRNOG00000060100	134.485	199.465	175.4	186.03	159.214	205.903	204.283
ENSRNOG00000060103	104	90	133	109	83	91	96
ENSRNOG00000060105	46	62	45	64	20.000000496585	47	51.000041
ENSRNOG00000060107	73	86.99999	86.99999	137	70	88	57
ENSRNOG00000060108	0	0	0	0	0	0	0
ENSRNOG00000060112	0	0	0	0	0	0	0
ENSRNOG00000060114	5.02884	13.5009	12.3083	10.3095	7.82704	15.0579	10.1214
ENSRNOG00000060116	0	0	0	0	0	0	0
ENSRNOG00000060120	537.193	594.591	551.464	500.312	516.046	586.342	544.782
ENSRNOG00000060123	140.87515	155.84559	172.55972390279	184.822820581	132.951520101606	150.99997	179.99981
ENSRNOG00000060129	883	1088.82	1003.52	1138.73	830	937.665	1074
ENSRNOG00000060130	55.6456	54.8258	32.618	37.3448	44.0174	27.3975	41.7503
ENSRNOG00000060132	0	0	0	0	0	0	0
ENSRNOG00000060133	0	0	0	0	0	0	0
ENSRNOG00000060136	0	0	0	0	0	0	0
ENSRNOG00000060137	62.99998	61.99996	57.99998	45.000007	64	53.99999	75.00004
ENSRNOG00000060141	652	629	691	764	578	638	573
ENSRNOG00000060143	0	0	0	0	0	0	0
ENSRNOG00000060144	591.00041	726.0004	652.00006	619.9996	588.9998	546	592.0004
ENSRNOG00000060145	0	0	0	0	0	0	0
ENSRNOG00000060146	334	285	251	287	266	255	225
ENSRNOG00000060147	0.333333	0	0	0	0.333333	0.333333	0
ENSRNOG00000060153	0	0	0	0	0	0	1
ENSRNOG00000060154	1360	1456	1354	1365	1202	1246	1130
ENSRNOG00000060159	0	0	0	0	0	0	0
ENSRNOG00000060167	0	0	0	0	0	0	0
ENSRNOG00000060168	855	906	810	738	685	708	687
ENSRNOG00000060173	0	1	0	0	0	0	0
ENSRNOG00000060175	66.7171	88.5708	76.3504	102.345	67.4161	73.5708	92.6957
ENSRNOG00000060179	247	261	268	257	211	201	243
ENSRNOG00000060181	0	1	0	0	0	0	0
ENSRNOG00000060184	0	0	0	0	0	0	0
ENSRNOG00000060185	1508.151	1387.23	1561.939	1513.999	1335.291	1192.108	1442.998
ENSRNOG00000060193	19	18	10	24	23	15	24
ENSRNOG00000060198	2	4	3	0	2	1	0
ENSRNOG00000060202	0	1	0	0	0	0	0
ENSRNOG00000060205	0	0	0	0	0	0	0
ENSRNOG00000060206	583	672	497	672	468	442	458
ENSRNOG00000060211	0	0	0	1	0	2	0
ENSRNOG00000060217	0	0	0	0	0	0	0
ENSRNOG00000060219	4	2	0	4	0	10	2
ENSRNOG00000060221	0	0	0	0	0	0	0
ENSRNOG00000060222	0	0	0	0	0	0	0
ENSRNOG00000060225	4	4	5	1	4	1	3
ENSRNOG00000060229	6707	6868	6729	6661	5777	6248	6401
ENSRNOG00000060230	0	0	0	0	0	0	0
ENSRNOG00000060237	242.953	241.51	218.045	244.109	177.105	179.297	170.028
ENSRNOG00000060241	0	0	0	1	0	0	0
ENSRNOG00000060243	0	0	0	0	0	0	0
ENSRNOG00000060245	11	9	8	19	16	15	7
ENSRNOG00000060246	5.50179	12.0501	10.0863	11.969	4.38958	14.0687	15.4851
ENSRNOG00000060248	564	601	589	434	509	542	566
ENSRNOG00000060249	0.521742	1.51295	4.08286	4.01688	2.58018	1.00588	0
ENSRNOG00000060250	0	0	0	0	0	0	0
ENSRNOG00000060260	0	0	0	0	0	0	0
ENSRNOG00000060262	751	895	835	723	707	763	693.688
ENSRNOG00000060266	865.98149108384	958.21402	899.93295	742.97175	805.55542	795.365595172	859.79223292
ENSRNOG00000060269	5	0	0.87689	0	0	6	0
ENSRNOG00000060271	0	0	0	0	0	0	0
ENSRNOG00000060272	1	0	0	0	0	0	0
ENSRNOG00000060274	6.56585	5	5	6.41026	4	5.13414	6.22277
ENSRNOG00000060278	270.403	308.904	309.548	340.11	246.614	291.042	304.487
ENSRNOG00000060281	0	1	1	0	1	0	0
ENSRNOG00000060288	634.066	644.367	681.58	666.244	651.597	693.556	717.711
ENSRNOG00000060291	0	0	0	0	1.01639	1.02404	0
ENSRNOG00000060292	0	0	0	0	0	0	0
ENSRNOG00000060293	1816	1852	2023	2045.97	1666	1934	2187
ENSRNOG00000060294	0	0	1	0	0	0	0
ENSRNOG00000060307	183.0005	187.0003	196.9998	176	163.9998	163.9998	189
ENSRNOG00000060308	5	2	5	4	4	5	3
ENSRNOG00000060310	5.01736	12.9995	3.2767	11.3657	9.79954	6.37969	6.56338
ENSRNOG00000060312	1.8895	6.09797	5.95033	2.03994	1.83004	5.69279	3.31435
ENSRNOG00000060319	0	0	0	0	0	0	0
ENSRNOG00000060320	7.07275	13.2455	7.1096	9.08509	3.01439	8.08826	1.00818
ENSRNOG00000060325	14.1689	16.995	18.7487	16.7987	17.2939	18.0815	12.8425
ENSRNOG00000060328	0	0	0	0	0	0	0
ENSRNOG00000060329	74	89	78	82	78	70	84
ENSRNOG00000060334	4	0	1	0	1	1	0
ENSRNOG00000060335	623	685	750	619	618	551	498
ENSRNOG00000060337	172	154	199	204	160	161	154
ENSRNOG00000060338	0	7	2	2	3	5	1
ENSRNOG00000060340	4754	6313	5862	5733	5082	5939	6310
ENSRNOG00000060343	0	0	0	0	0	0	0
ENSRNOG00000060344	834.25	754.886	834.556	782.303	711.619	832.666	896.985
ENSRNOG00000060345	0	0	0	0	0	0	0
ENSRNOG00000060348	155.3829	131.6648	129.470456	177.2045	125.51847	118.171	102.3587
ENSRNOG00000060349	952	1048	945	799	821	919	906
ENSRNOG00000060350	2017	2208	1507	1900	1522	1339	1308
ENSRNOG00000060355	39	37	39	50	29	29	33
ENSRNOG00000060356	126	148	145	146	145	119	118
ENSRNOG00000060359	38	42	49	38	34	28	51
ENSRNOG00000060366	13.037	12.9	7.03704	9	17.7419	9	12.8
ENSRNOG00000060367	1045	1268	1027	1164	925	858	897
ENSRNOG00000060369	3.88469	8.05891	10.9568	0	3.62746	9.29865	5.48678
ENSRNOG00000060373	0	0	0	0	0	0	0
ENSRNOG00000060379	419	479	469	566	433	484	460
ENSRNOG00000060381	1696.07	1846.74	1168	1270.46	1291.19	1143.94	1215.79
ENSRNOG00000060389	0	0	0	0	0	0	0
ENSRNOG00000060395	0	0	0	0	0	0	1.02775
ENSRNOG00000060401	76.0345	83.2472	68.7142	35.6879	89.1208	50.8175	34.5332
ENSRNOG00000060404	0	0	0	0	0	0	0
ENSRNOG00000060405	0	0	0	0	0	0	0
ENSRNOG00000060408	0	0	0	0	0	0	0
ENSRNOG00000060410	135	158	105	123	97	88	102
ENSRNOG00000060412	0	1	0	0	0	0	0
ENSRNOG00000060417	0	0	0	0	0	0	0
ENSRNOG00000060419	0	0	0	0	0	0	0
ENSRNOG00000060421	0	0	0	0	0	0	0
ENSRNOG00000060426	0	0	0	0	0	0	0
ENSRNOG00000060429	124.523	123.244	84.0062	128.55	100.302	110.018	92.468
ENSRNOG00000060431	1	0	0	0	0	2	0
ENSRNOG00000060434	66	63	62	74	52	75	85
ENSRNOG00000060435	1	2	2	0	4	2	2
ENSRNOG00000060436	679.439	747.395	688.244	688.569	563.943	659.723	682.257
ENSRNOG00000060437	45	63	59	69.12	45	47	58
ENSRNOG00000060448	514	535	576	589	506	465	463
ENSRNOG00000060449	2535.63	2399.32	2134	2402.08	2330.06	2432.95	2405.5
ENSRNOG00000060451	0	0	0	0	0	0	0
ENSRNOG00000060459	0	0	0	0	0	0	0
ENSRNOG00000060460	14	12	9	18	10	13	8
ENSRNOG00000060463	22	20	20	31	15	22	17
ENSRNOG00000060464	251.197	354.057	296.685	379.236	241.461	251.528	300.729
ENSRNOG00000060468	0	0	0	0	0	0	0
ENSRNOG00000060478	1.01556	0	1.02329	0	0	2.03521	0
ENSRNOG00000060479	501.971	617.98	497.985	633.964	507	489	454.991
ENSRNOG00000060482	0	0	3	0	0	1	0
ENSRNOG00000060486	12.0439	9.03881	10.051	22.1549	9.06005	6.02435	18.0886
ENSRNOG00000060487	0	0	0	0	0	0	0
ENSRNOG00000060489	61.0208	97.8541	93.3854	108.819	53.0388	149.029	170.781
ENSRNOG00000060492	38.681	58.4819	40.5005	64.5624	42.7097	45.0489	22.9608
ENSRNOG00000060494	0	0	0	0	0	0	0
ENSRNOG00000060496	198.9999	208.99968	195.0001	285	188.00034	212.0001	170
ENSRNOG00000060503	0	0	0	0	0	0	0
ENSRNOG00000060511	1351	1201	1224	613	1079	1077	323
ENSRNOG00000060512	0	1.26578	2.68709	0	2.62141	0	0
ENSRNOG00000060514	238.749	217.664	209.724	338.167	196.091	183.394	195.031
ENSRNOG00000060516	0	0	0	0	0	0	0
ENSRNOG00000060518	112110.6791	84954.68623	89427.56591	92700.96861	77793.34214	64130.83295	28615.32947
ENSRNOG00000060519	3.01191	4.27346	5.91555	0	0.772673	2.71737	1.86638
ENSRNOG00000060520	3	1	1	1	1	0	0
ENSRNOG00000060523	0	1	0	0	5	4.70996	0
ENSRNOG00000060528	5315	5531	4041	2552	4124.76	3556	3341
ENSRNOG00000060529	0	0	0	0	0	0	0
ENSRNOG00000060530	994	979	962	1024	915	911	914
ENSRNOG00000060534	0	0	0	0	0	0	0
ENSRNOG00000060538	1037	985	956	988	852	818	790
ENSRNOG00000060540	0	0	1	0	0	0	0
ENSRNOG00000060542	504	605	506	451	447	485	403
ENSRNOG00000060544	3021	3351	2766	2758	2593	2437	2831
ENSRNOG00000060550	485	507	477.0004	490	423.0005	456.9996	470.9999
ENSRNOG00000060552	0	0	0	0	0	0	0
ENSRNOG00000060553	1.35669	3.99796	3.90125	2.6809	2.84371	5.12711	1.29463
ENSRNOG00000060554	0	0	0	0	0	0	0
ENSRNOG00000060557	1.52124	0	0	0	0	2.57143	0
ENSRNOG00000060561	167.0002	157.9999	176.0005	146	174.9998	154	186
ENSRNOG00000060562	0	0	0	0	0	0	0
ENSRNOG00000060566	0	0	0	0	0	0	0
ENSRNOG00000060568	812	855	635	662	650	583	513
ENSRNOG00000060571	1186.99576	1201.0028	1180.00425	1117.00473	1073	990	1176.9991
ENSRNOG00000060572	309.7472	348.178	351.031	438.2995	314.0156	343.394	321.5837
ENSRNOG00000060573	3.76994	4.77664	4.36129	7.49341	4.59628	2.65761	1.65267
ENSRNOG00000060574	6	9	10	15	5	14	8
ENSRNOG00000060580	320	333	267	326	267	252	235
ENSRNOG00000060582	0	0	0	0	0	0	0
ENSRNOG00000060588	0	4	3	1	5	3	1
ENSRNOG00000060594	109.896	138.523	145.221	73.1065	1.63826	0.00131505	146.029
ENSRNOG00000060596	0	0	0	0	0	0	0
ENSRNOG00000060597	1112	1154	1288	1226	1162	1156	1214
ENSRNOG00000060598	2.48496	1.48608	0	0	2.34714	0	2.00447
ENSRNOG00000060599	18.0000000373961	20	16.000000257002	17	17.0000000292934	18.000000297399	17.000000103601
ENSRNOG00000060603	709	788	530	795	567	405	527
ENSRNOG00000060604	43.9709	57.9233	72.9763	70.3597	73.3962	39.8741	45.941
ENSRNOG00000060605	5	6	12	1	7	7	4
ENSRNOG00000060606	0	0	1.0001	1.00005	0	0	1.0001
ENSRNOG00000060610	1	2	0	2	0	3	3
ENSRNOG00000060613	0	0	0	0	0	0	0
ENSRNOG00000060614	3032.998	3216.003	2341.004	2845.996	2217.004	2069.003	1871.002
ENSRNOG00000060615	1003.05	1089.68	783.111	806.614	778.275	701.336	738.156
ENSRNOG00000060618	39.2892	21.6517	34.5698	15.4781	24.9436	26.3036	18.7277
ENSRNOG00000060623	436.9995	448.9999	363.9995	373.0003	381.0002	340.9999	410
ENSRNOG00000060626	95.8229	84.5585	96.83958	83.6973	66.9308	79.7223	83.0896
ENSRNOG00000060629	21.7262	16.7836	4.09405	0	25.4652	8.49008	8.4757
ENSRNOG00000060630	0	0	0	0	0	0	0
ENSRNOG00000060632	0	0	0	0	0	0	0
ENSRNOG00000060633	0	0	0	0	0	0	0
ENSRNOG00000060645	0	0	0	0	0	0	0
ENSRNOG00000060648	0	0	0	0	0	0	0
ENSRNOG00000060650	0	0	0	0	0	0	0
ENSRNOG00000060654	0	0	0	0	0	0	0
ENSRNOG00000060656	2	1.7895	1	0	0	4.84291	0.685148
ENSRNOG00000060661	0	0	0	0	0	0	0
ENSRNOG00000060662	2	7	10	11	8	7	5
ENSRNOG00000060663	0	0	0	0	0	0	0
ENSRNOG00000060665	805	955	679	759	640	627	596
ENSRNOG00000060667	0	2	1	2	0	0	0
ENSRNOG00000060674	0	0	0	0	0	0	0
ENSRNOG00000060678	0	0	0	0	0	0	0
ENSRNOG00000060685	0	0	0	0	0	0	0
ENSRNOG00000060686	0	0	0	0	0	0	0
ENSRNOG00000060687	52	73	69	35	63	57	60
ENSRNOG00000060689	177	194	175	209	169	149	152
ENSRNOG00000060693	4.09673	11.1649	6.05361	9.63788	10.0855	2.00363	11.1421
ENSRNOG00000060694	968	1113	1053	1046	930	971	1048
ENSRNOG00000060699	0	0	0	0	0	0	0
ENSRNOG00000060701	30	32	23	35	32	18	37
ENSRNOG00000060703	226	248	264	228	179	170	167
ENSRNOG00000060707	976	1079	852	824	791	732	799
ENSRNOG00000060708	0	0	0	0	0	0	0
ENSRNOG00000060709	0	0	0	0	0	0	0
ENSRNOG00000060711	0	0	0	0	0	0	0
ENSRNOG00000060714	3.50151	2.05217	3.95272	2.55376	0.215987	1.05178	2.28968
ENSRNOG00000060716	0	0	0	0	0	0	0
ENSRNOG00000060718	37.356	30.7335	39.0592	59.8418	42.7454	35.7379	60.9307
ENSRNOG00000060719	0	0	1	0	0.581774	0	0
ENSRNOG00000060723	2868	3088	3006	3047	2622	3051	2988
ENSRNOG00000060724	0	0	0	1.00617	0	1.00536	0
ENSRNOG00000060725	0	0	0	0	0	0	0
ENSRNOG00000060726	0	0	0	0	0	1	0
ENSRNOG00000060728	17131.2	15341.5	16253.7	14073	15327.7	14340.1	9353.99
ENSRNOG00000060729	125.2642	161.3459	139.0001	171.3395	124.2517	147	151.9999
ENSRNOG00000060731	0	0	0	0	0	0	0
ENSRNOG00000060735	70	46	58	48	47	65	46
ENSRNOG00000060738	1	1	0	0	3	2	0
ENSRNOG00000060742	76.3794	69.6859	60.6413	110.237	82.3495	55.8641	70.7177
ENSRNOG00000060745	0	0	0	0	0	0	0
ENSRNOG00000060746	0	0	0	0	0	0	0
ENSRNOG00000060749	0	0	0	0	0	0	0
ENSRNOG00000060750	627.436	646.834	584.423	612	424	481	474.408
ENSRNOG00000060753	2146	2056	1852	1440	1790	1759	1389
ENSRNOG00000060762	1.50013	2.5	0	2.5002	0	0.5	3.00047
ENSRNOG00000060769	24.2464	14.2678	15.6625	15.5903	11.6356	14	19.4494
ENSRNOG00000060773	326.0004	288.0001	335.9996	231.9998	272.9995	269	228
ENSRNOG00000060775	5997	6742	6318	5202.99	5555	5482.99	3957
ENSRNOG00000060782	2	1	2	0	0	1	0
ENSRNOG00000060785	0	0	0	0	0	0	0
ENSRNOG00000060786	0	0	0	0	0	0	0
ENSRNOG00000060791	0	0	0	0	0	0	0
ENSRNOG00000060793	4304.0043	4613.0018	4637.997	4404.0036	3948.0032	4434.996	4455.9997
ENSRNOG00000060798	0	0	0	0	0	0	0
ENSRNOG00000060802	2	5	0	8	0	6	0
ENSRNOG00000060806	0	0	0	0	0	0	0
ENSRNOG00000060808	0	0	0	0	0	0	0
ENSRNOG00000060817	1189	1248	1295.003	1188	954	1062	1094
ENSRNOG00000060820	8.217	7.48135	10.7743	9.69331	7.77344	11.5917	7.34439
ENSRNOG00000060821	1737	1769	1704	1591	1529	1547	1784
ENSRNOG00000060823	0	0	0	0	0	0	0
ENSRNOG00000060825	745.0001	785	777.0001	603.99961	694.0002	661	644
ENSRNOG00000060826	0	0	0	0	0	0	0
ENSRNOG00000060827	0	0	0	0	0	0	0
ENSRNOG00000060831	1	0	3	0	0	2	0
ENSRNOG00000060832	17.8499	17.0647	15.5812	45.8529	14.1099	29.6332	16.6152
ENSRNOG00000060833	0	0	1	0	0	0	1
ENSRNOG00000060837	11	8	9	5	8	9	5
ENSRNOG00000060839	2	3	6	9	2	3	0
ENSRNOG00000060843	0	0	0	0	0	0	0
ENSRNOG00000060846	445.9999	588.0002	458	369	380.0001	456.0001	484.0002
ENSRNOG00000060847	0	0	0	0	0	0	0
ENSRNOG00000060849	68.2148	21.4453	56.0227	32.3726	13.5228	57.6419	43.4185
ENSRNOG00000060851	9.15253	10.1612	6.09711	11.1993	4.05251	6.10732	3.04764
ENSRNOG00000060853	868	850	895	792	854	870	884
ENSRNOG00000060866	0	0	0	0	0	0	0
ENSRNOG00000060867	6	14	12	4	9	8	10
ENSRNOG00000060869	3006	3289	2929	2837	2772	2588	2394
ENSRNOG00000060870	34.0435	45.2576	47.5122	70.1468	44.6475	39.0959	39.5218
ENSRNOG00000060879	22	44	38	34	23	28	30
ENSRNOG00000060883	0	0	0	0	0	0	0
ENSRNOG00000060888	3.50038	0	0	0	0	1.00011	1.91491
ENSRNOG00000060893	0	0	0	0	0	0	0
ENSRNOG00000060896	14308.6	10496.7	11090.8	11424.5	9659.83	8376.72	6213.62
