gene	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6
ENSRNOG00000056248	1552.12	1639.66	1580.74	2088.16	1911.71	1839.3	1464.73
ENSRNOG00000056251	0	0	0	0	0	0	0
ENSRNOG00000056254	78	84	59	106	93	97	84
ENSRNOG00000056255	0	0	0	0	0	0	0
ENSRNOG00000056257	7	7	9	7	6	10	5
ENSRNOG00000056258	3	6	4	3	7	7	3
ENSRNOG00000056259	0	0	0	0	0	0	0
ENSRNOG00000056266	0	0	0	0	0	0	0
ENSRNOG00000056271	0	0	0	0	0	0	0
ENSRNOG00000056273	0	0	0	0	0	0	0
ENSRNOG00000056275	1	0	0	0	0	0	1
ENSRNOG00000056277	0	0	0	0	0	0	0
ENSRNOG00000056278	3	3	6	5	11	2	3
ENSRNOG00000056280	0	0	0	0	0	0	0
ENSRNOG00000056281	3.08237	4	3	7	3	4	4
ENSRNOG00000056285	0	0	0	0	0	0	0
ENSRNOG00000056290	0	0	0	0	0	0	0
ENSRNOG00000056297	718	829	695	861	840	806	706
ENSRNOG00000056298	115	118	82	125	88	96	88
ENSRNOG00000056299	0	0	0	0	0	0	0
ENSRNOG00000056301	0	0	0	0	2	0	0
ENSRNOG00000056310	1.00014	0	0	0	0	0.108843	0
ENSRNOG00000056316	0	0	0	0	0	0	0
ENSRNOG00000056320	0	0	0	0	0	0	0
ENSRNOG00000056321	0	2	3	0	1	0	0
ENSRNOG00000056325	1051	1169.004	1072.9965	1125.999	1076	879.0003	1060.9998
ENSRNOG00000056330	0	0	0	0	0	0	0
ENSRNOG00000056331	22.3582	49.3654	71.9663	80.0778	52.1104	71.1853	61.7363
ENSRNOG00000056332	219	245	230	289.000446973	236	229.000000017294	212.99985
ENSRNOG00000056335	1	0	0	0	0	0	0
ENSRNOG00000056337	473	601	421	659	619	674	560
ENSRNOG00000056338	9	10	14	22	27	20	19
ENSRNOG00000056341	0	0	0	0	0	0	0
ENSRNOG00000056343	1291	1388	1230	1503	1436	1337	1140
ENSRNOG00000056344	7	13	4	4	4	7	4
ENSRNOG00000056345	0	0	0	0	0	0	0
ENSRNOG00000056358	1	1	3	4	3	5	2
ENSRNOG00000056362	69	73	67	98	82	80	67
ENSRNOG00000056363	13.0962	11.0611	9.03915	12.0911	14.5861	6.01577	9.04991
ENSRNOG00000056369	0	0	0	1	0	0	0
ENSRNOG00000056370	0	0	0	0	0	0	0
ENSRNOG00000056371	1322.59	1480.16	1462.1	1685.65	1496.47	1570.31	1386.74
ENSRNOG00000056374	276	327	351	374	337	377	372
ENSRNOG00000056376	650	702	649	786	711	595	645
ENSRNOG00000056398	777.805	758.852	821.217	828.261	715.279	558.759	675.436
ENSRNOG00000056400	1	2	0	1	3	1	0
ENSRNOG00000056406	0	0	0	0	0	0	0
ENSRNOG00000056407	2	1	2	2	1	2	0
ENSRNOG00000056409	0	0	0	0	0	0	0
ENSRNOG00000056411	3.74264	7.02918	20.414	9.29554	10.1407	7.56214	7.65884
ENSRNOG00000056413	0	0	1	0	0	0	0
ENSRNOG00000056415	0	0	0	0	0	0	0
ENSRNOG00000056435	156	210	185	171	135	145	154
ENSRNOG00000056438	100.541	92.1762	111.181	128.994	102.585	155.434	143.999
ENSRNOG00000056446	48	48	56	56	40	42	53
ENSRNOG00000056447	0	0	0	0	0	0	0
ENSRNOG00000056451	0	0	0	0	0	0	0
ENSRNOG00000056457	1378	1728	1444	1692	1489	1508	1523
ENSRNOG00000056458	169.4958	133.6123	192.1837	136.2573	152.8602	222.7331	145.1244
ENSRNOG00000056462	1238.4367	1448.9978	1492.6331	1716.913	1344.6463	1572.6207	1365.4954
ENSRNOG00000056463	0	0	0	2	0	0	0
ENSRNOG00000056466	0	0	0	0	0	0	0
ENSRNOG00000056468	0	0	0	0	0	0	1
ENSRNOG00000056471	5	4	7	5	2	11	4
ENSRNOG00000056474	64	98	72	138	110	111	86
ENSRNOG00000056476	0	1.39562	0	3	2	1.72716	5.45181
ENSRNOG00000056477	0.515116	0	0.518273	0.51712	0	0	0
ENSRNOG00000056478	16.9917	2.42743	10.258	10.0171	21.2507	23.1428	43.5432
ENSRNOG00000056482	0	0	0	0	0	0	0
ENSRNOG00000056485	782.42	729.339	749.073	963.061	849.958	738.479	804.485
ENSRNOG00000056486	1	0	0	0	0	0	0
ENSRNOG00000056487	2543.00396	2416.996	2496.00256	2803.001	2686.995	2492.9957	2130.0031
ENSRNOG00000056490	105.303	127.774	134.574	128.178	148.139	217.986	158.827
ENSRNOG00000056493	2	4	0	5	3	0	3
ENSRNOG00000056495	0	0	0	0	0	0	0
ENSRNOG00000056519	0	0	0	0	0	0	0
ENSRNOG00000056524	473	483	381	487	465	512	462
ENSRNOG00000056526	0	1.01634	4.04865	5.04017	2.0189	3.03119	2.02367
ENSRNOG00000056529	0	0	0	0	0	0	0
ENSRNOG00000056532	2.00694	2.00928	5.02162	2.01367	1.00596	2.01664	2.0097
ENSRNOG00000056537	10	5	6	5	8	6	8
ENSRNOG00000056540	0	0	0	0	1	0	0
ENSRNOG00000056545	0	0	0	0	0	0	0
ENSRNOG00000056550	1328.423	1450	1159	1825.998	1524.398	1440.997	1302.003
ENSRNOG00000056553	7	9	11	16	9	11	12
ENSRNOG00000056555	5.47831	8.63091	11.4538	3.23984	6.93094	12.413	12.3922
ENSRNOG00000056558	1	0	2	1	2	0	0
ENSRNOG00000056562	187.799	156.226	155.061	211.62	220.255	177.295	175.607
ENSRNOG00000056563	0	0	0	0	0	0	0
ENSRNOG00000056574	1	0	0	0	4	0	0
ENSRNOG00000056577	34.124	25.9407	44.5848	43.8245	46.8041	49.8614	28.2902
ENSRNOG00000056579	0	0	1	0	0	2	0
ENSRNOG00000056580	3	2	5	6	4	8	3
ENSRNOG00000056582	0	2	1	0	0	2	2
ENSRNOG00000056585	2426	2742.95	2254.9	2959.93	2790.93	2655.97	2469.9
ENSRNOG00000056595	0	0	0	0	0	0	0
ENSRNOG00000056596	2910	3351	2798	3826	3154	3100	2831
ENSRNOG00000056610	625	559	564	701	645	575	537
ENSRNOG00000056612	1	3	8	3	4	5	2
ENSRNOG00000056617	1657.39	1658.35	1056.14	1671.58	1164.99	1588.51	1295.55
ENSRNOG00000056621	76.4002	85	72.7558	85.6482	77.6737	59.7128	67.4484
ENSRNOG00000056627	0.5	0	0	0	0	0	0
ENSRNOG00000056629	1.07772	2.03786	0	2.14432	3.22504	3.1759	1.0982
ENSRNOG00000056631	16.0097	10.0075	13.002	19.0077	19.0056	17	17
ENSRNOG00000056633	0	0	0	0	0	0	0
ENSRNOG00000056637	1404.00088	1557.0004	1267.00094	1535.00039	1331.99988	1418.99949	1410.99978
ENSRNOG00000056639	0	0.214279	0.113876	0	0	0.131053	0.0960685
ENSRNOG00000056643	5	3	6	7	7	11	4
ENSRNOG00000056647	745	937	823	984	793	807	873
ENSRNOG00000056651	387.045	421.857	400.249	480.223	347.379	279.839	422.987
ENSRNOG00000056653	0	0	0	0	0	0	0
ENSRNOG00000056654	13	14	25	14	19	24	20
ENSRNOG00000056658	98	113	73	145	119	117	75
ENSRNOG00000056659	271	311	259	394	352	344	201
ENSRNOG00000056660	0	0	0	0	0	0	0
ENSRNOG00000056662	0	0	0	0	0	0	0
ENSRNOG00000056665	0	0	0	0	0	0	0
ENSRNOG00000056670	15.3969	9.8137	10.1266	19.9838	19.6285	22.0643	26.3895
ENSRNOG00000056675	0	0	0	0	0	0	0
ENSRNOG00000056678	949	1288	886	1429.473	1265.551	1321	1088
ENSRNOG00000056683	0	0	0	0	0	0	0
ENSRNOG00000056688	0	0	0	0	0	0	0
ENSRNOG00000056689	0	0	0	0	0	0	0
ENSRNOG00000056692	5.47308	7.44512	17.6358	13.056	6.80429	11.0602	10.1862
ENSRNOG00000056694	33	33	46	31	31	31	27
ENSRNOG00000056697	12	28	32	30	28	28	22
ENSRNOG00000056701	735.057	847	765.425	817.978	757.071	724.848	808.053
ENSRNOG00000056703	1989.3504	2055.6272	2647.52448	2647.906	1920.89814	2851.34639	2247.2906
ENSRNOG00000056705	0	0	0	0	0	0	0
ENSRNOG00000056708	2	5	0	3	7	1	2
ENSRNOG00000056712	0	0	0	0	0	1	0
ENSRNOG00000056714	8	12	11	11	2	12	15
ENSRNOG00000056715	0	0	0	0	0	0	0
ENSRNOG00000056716	511.4018	638.5424015	601.9757	1015.71964	726.5901	856.606786	584.1821
ENSRNOG00000056718	29.2641	40	33	44	39	33	41
ENSRNOG00000056721	430.00004	465.9999	460	525.9999272	519.0002	424.0004	400.99988
ENSRNOG00000056728	1833	1898	1624	1935	1820	1885	1941
ENSRNOG00000056731	15.2424	10.5345	9.19858	22.9764	14.5615	4.4299	12.7038
ENSRNOG00000056733	0	0	0	0	0	0	0
ENSRNOG00000056735	174	150	182	192	154	180	138
ENSRNOG00000056739	7	9	6	12	8	8	7
ENSRNOG00000056740	0	0	0	0	0	0	0
ENSRNOG00000056742	0	0	0	0	0	0	0
ENSRNOG00000056746	20	23	26	19	29	26	15
ENSRNOG00000056747	8107.81	16606.3	8733.08	12864	8871.47	12366.8	12331.1
ENSRNOG00000056748	32.9507	13.3468	37.765	46.7613	25.0367	44.155	69.5019
ENSRNOG00000056750	0	0	0	0	0	0	0
ENSRNOG00000056753	367.0005	454.99998	453.0002	495.0003	432.9999	524.0002	442.9998
ENSRNOG00000056756	3301.005	3911.0014	3452.9934	4830.998	4005.995	4212.001	3938.079
ENSRNOG00000056760	0	0	0	0	0	0	0
ENSRNOG00000056765	22871.9	22024.9	22312.9	22117.9	20270.9	19120.9	21996.9
ENSRNOG00000056767	59	50.99996	45.00004	51.00004	42	59	62.99998
ENSRNOG00000056768	249.415	276.467	243.801	345.509	293.986	355.195	271.829
ENSRNOG00000056772	199	201	169	293	237	213	177
ENSRNOG00000056777	0	0	0	0	0	0	0
ENSRNOG00000056781	0	0	0	0	0	0	0
ENSRNOG00000056783	0	1	0	0	3	0	1
ENSRNOG00000056786	1100.83	1394.12	994.466	1749.72	1565.06	1731.52	1162.81
ENSRNOG00000056787	0	0	0	0	0	0	0
ENSRNOG00000056793	3	3	1	1	2	1	0
ENSRNOG00000056798	2.55723E-06	1.20722E-06	2.52186E-05	1.91442E-07	7.29586E-06	8.15872E-06	0
ENSRNOG00000056805	0	0	0	0	0	0	0
ENSRNOG00000056807	0	0	0	0	0	0	0
ENSRNOG00000056808	0	0	0	0	0	0	0
ENSRNOG00000056810	35.0618	36.8377	40.8124	38.3467	29.5275	19.6854	35.2616
ENSRNOG00000056817	8	2	7	8	6	5	2
ENSRNOG00000056819	9.63372	16.2688	19.0922	12.8486	9.54801	8.61669	13.9878
ENSRNOG00000056820	0	0	0	0	0	0	0
ENSRNOG00000056825	0	0	0	0	0	0	0
ENSRNOG00000056826	49	54.00005	58.000005	85.99998	53.99998	62.99996	58.99999
ENSRNOG00000056828	0	0	0	0	0	0	0
ENSRNOG00000056830	0	0	0	0	0	0	0
ENSRNOG00000056833	0	0	0	0	0	0	0
ENSRNOG00000056836	2153	2144	2163	2389	2298	2163	2059
ENSRNOG00000056837	1369.0042	1580.9977	1264.0039	1765.0007	1590.004	1495.0024	1215.9996
ENSRNOG00000056845	0	0	0	0	0	0	0
ENSRNOG00000056846	0	0	0	0	0	0	0
ENSRNOG00000056847	2.00741	1	1	0	1.00542	1	1
ENSRNOG00000056851	0	0	0	1	0	0	0
ENSRNOG00000056853	4896	4992	4960	4981	4427	4320	4812
ENSRNOG00000056854	1	0	1	0	1	1	0
ENSRNOG00000056855	0	0	0	0	5.67938	0	5.36216
ENSRNOG00000056863	0	0	3.03457	2.02367	0	1.01078	0
ENSRNOG00000056865	0	0	0	0	0	0	0
ENSRNOG00000056869	0	0	0	0	0	0	0
ENSRNOG00000056870	2703.43	2846.51	2655.46	3195.82	3033.43	2877.25	2838.43
ENSRNOG00000056873	0	0	0	0	0	0	0
ENSRNOG00000056878	2.04119	3.05149	4.07625	4.07666	2.03073	4.06899	3.05398
ENSRNOG00000056884	0	0	0	0	0	0	0
ENSRNOG00000056887	0	0	0	0	0	0	0
ENSRNOG00000056889	678	731	669	731	711	613	601
ENSRNOG00000056890	0	0	0	0	0	0	0
ENSRNOG00000056892	0	0	0	0	0	0	1
ENSRNOG00000056894	12.0000078	18	21	14	17	18	17
ENSRNOG00000056896	0	0	0	0	0	0	0
ENSRNOG00000056897	0	0	0	0	0	0	0
ENSRNOG00000056900	0	0	0	0	0	0	0
ENSRNOG00000056903	0	0	0	0	0	0	0
ENSRNOG00000056904	1253	1369	1133	1576.997	1421.004	1457.998	1268
ENSRNOG00000056907	1160	1465	1500	1994	1456	1902	1548
ENSRNOG00000056908	0	0	0	0	0	0	0
ENSRNOG00000056911	0	0	0	0	0	0	0
ENSRNOG00000056915	7	9	5	15	10	4	13
ENSRNOG00000056928	0	0	0	0	0	0	0
ENSRNOG00000056930	0	0	0	0	0	0	0
ENSRNOG00000056931	0	0	0	0	0	0	0
ENSRNOG00000056938	0	0	0	0	0	0	0
ENSRNOG00000056940	1881	1969	1613	2066	1606	1788	1730
ENSRNOG00000056944	501.00039	514.99963	473.00034	522	544.00062	511.00039	449.99887
ENSRNOG00000056946	2627.26	3237	2574	3728.32	3145.64	3359	2848
ENSRNOG00000056947	1.067231208	0	1.53294153926	0	4.78036	1.14798323982	4.41816
ENSRNOG00000056954	454	462	433	494	526	437	408
ENSRNOG00000056955	26.99997	40.00005	24	28.99997	21.00002	30.99998	34.99999
ENSRNOG00000056956	115	141	135	137	98	141	119
ENSRNOG00000056962	0.00608918	77.2221	17.1068	23.1578	0	21.0475	0
ENSRNOG00000056964	0	0	0	2.2671	0	0	0
ENSRNOG00000056967	0	0	0	0	0	0	0
ENSRNOG00000056968	0	1	0	0	0	1	0
ENSRNOG00000056969	1	1	2	3	1	0	0
ENSRNOG00000056970	6.91862	9.74798	4.04367	5.87554	5.8567	7.85098	9.58669
ENSRNOG00000056981	0	0	0	0	0	0	0
ENSRNOG00000056983	0	0	2	3	1	0	1
ENSRNOG00000056984	680.0003	785	674	1003	831	924	641.9998
ENSRNOG00000056988	0	0	0	0	0	0	0
ENSRNOG00000056992	0	0	0	0	0	0	0
ENSRNOG00000056993	0	0	0	0	0	0	0
ENSRNOG00000056996	0	0	1	0	0	0	0
ENSRNOG00000057009	0	0.178929	16.8899	22.7642	10.7831	10.4294	16.1278
ENSRNOG00000057013	0	0	0	0	0	0	0
ENSRNOG00000057014	0	0	0	0	0	0	0
ENSRNOG00000057016	1	0	0	0	0	0	0
ENSRNOG00000057024	0	0	0	0	0	0	0
ENSRNOG00000057025	0	0	1	0	0	0	0
ENSRNOG00000057031	3	3	0	4	2	1.04747	1
ENSRNOG00000057036	0	0	0	0	0	0	0
ENSRNOG00000057037	38	56	31	70	49	42	45
ENSRNOG00000057038	30.9033	20.8283	42.086	24.4154	25.1073	39.3079	43.7443
ENSRNOG00000057039	127.765	129.929	154.389	162.301	174.025	251.292	193.243
ENSRNOG00000057040	130.408	171.568	119.795	195.781	159.566	142.935	139.875
ENSRNOG00000057042	576	628.00003	537	669	522	520.99959	512
ENSRNOG00000057043	0	0	0	0	0	0	0
ENSRNOG00000057044	49	42	55	62	54	47	63
ENSRNOG00000057050	1.31101	0	2	1	1	0	4
ENSRNOG00000057053	0	0	0	0	0	0	0
ENSRNOG00000057056	1001.75	1135.29	1219.82	1308.32	1137.18	1154.39	974.538
ENSRNOG00000057058	27.00003	61	37	68	31.99995	33	35
ENSRNOG00000057059	1	1	0	0	1	0	0
ENSRNOG00000057061	0	0	0	0	0	0	0
ENSRNOG00000057064	0	0	0	0	0	0	0
ENSRNOG00000057069	0	0	0	0	0	0	0
ENSRNOG00000057072	89	99	64	109	113	102	87
ENSRNOG00000057078	1944	2012	1872	2024	1894	1918	1955
ENSRNOG00000057079	0	0	0	0	0	0	0
ENSRNOG00000057080	168	204	147	227	182	180	192
ENSRNOG00000057081	0	0	1	0	1	0	0
ENSRNOG00000057086	5	3	2.5	3.5	4.5	1.5	3.5
ENSRNOG00000057087	0	0	0	0	0	0	0
ENSRNOG00000057089	4.6301	2.58214	0	6.32587	3.73933	0	2.47061
ENSRNOG00000057091	0	0	0	0	0	0	0
ENSRNOG00000057092	63.4169	67.6778	49.05033	69.4784	68.1736	61.3572	75.6258000469923
ENSRNOG00000057094	0	0	0	0	0	0	0
ENSRNOG00000057095	0.5	0	0	0	0.5	0	0.5
ENSRNOG00000057096	250	246	207	238	208	224	178
ENSRNOG00000057102	1654	1652	1627	1849	1642	1555	1468
ENSRNOG00000057110	10.9363	9.26625	2.4865	11.7253	13.5706	17.9884	0
ENSRNOG00000057116	2146.839	2205.641	2167.753	2299.204	2070.644	2062.72	2288.357
ENSRNOG00000057118	0	0	0	0	0	0	1
ENSRNOG00000057124	1	0	0	0	0	1	0
ENSRNOG00000057125	4701.99725	5444.99576	4568.0028	6243.0048	5120.99748	5282.9957	4900.00158
ENSRNOG00000057127	29.1385	26.1684	37.0227	24.4416	26.3302	32.872	29.4983
ENSRNOG00000057128	0	0	0	0	0	0	0
ENSRNOG00000057130	0	0	0	0	0	0	0
ENSRNOG00000057132	1	1	3	1	2	3	2
ENSRNOG00000057139	7	3	1	1	2	1	0
ENSRNOG00000057141	6.48961	11.8481	18.895	18.4311	9.46189	19.2658	11.3349
ENSRNOG00000057144	8.14198	11.3892	21.0789	18.437	17.2925	9.10936	18.4107
ENSRNOG00000057147	437	429	377	445	400	398	412
ENSRNOG00000057149	0	0	0	0	0	0	0
ENSRNOG00000057153	259	281	244	309	281	258	297
ENSRNOG00000057156	0	0	0	0	0	0	0
ENSRNOG00000057158	0	0	0	0	0	0	0
ENSRNOG00000057159	68.3282	68.9561	62.7222	96.3007	76.922	65.413	79.1032
ENSRNOG00000057162	0	0	0	1	0	0	0
ENSRNOG00000057165	0	0	0	0	0	0	0
ENSRNOG00000057166	0	0	0	0	0	0	0
ENSRNOG00000057171	0	0	0	0	0	0	0
ENSRNOG00000057173	7.69636	11.9462	5.14439	9.68894	13.8098	10.3962	9.10362
ENSRNOG00000057176	0	0	0	0	0	0	0
ENSRNOG00000057180	0	0	5.11798	2.02544	0	3.06646	3.05758
ENSRNOG00000057186	671	669	602	740	663	664	688
ENSRNOG00000057187	0	0	0	0	0	0	0
ENSRNOG00000057189	2	1.34973	1.35216	1.3492	0	1	1.34842
ENSRNOG00000057190	1	3	1	2	2	1	2
ENSRNOG00000057194	899	991	921	1002	871	883	903
ENSRNOG00000057199	0	0	0	0	0	0	0
ENSRNOG00000057207	80.3694	97.8033	81.1321	98.5521	99.1861	106.17	82.3055
ENSRNOG00000057212	2.15964	5.17915	2.758	1	4.33278	2	0
ENSRNOG00000057215	0	0	0	0	0	0	0
ENSRNOG00000057219	0	0	0	0	0	0	0
ENSRNOG00000057220	0	0	0	0	0	0	0
ENSRNOG00000057221	65.3528	96.2245	70.1113	107.478	95.3706	73.5105	103.488
ENSRNOG00000057224	0	0	0	0	0	0	0
ENSRNOG00000057225	0	0	0	0	0	0	0
ENSRNOG00000057227	92.9525	132.283	92.0923	156.292	143.847	121.448	151.729
ENSRNOG00000057228	30	43	21	23	21	33	29.99997
ENSRNOG00000057231	423.0004	546.9996	594.99997	647.0005	492.99983	676.0005	526.0005
ENSRNOG00000057235	0	0	3	0	1	0	0
ENSRNOG00000057245	40.9904	30.6876	30.546	38.7408	33.1986	40.3675	35.0506
ENSRNOG00000057250	16	20	27	20	11	18	21
ENSRNOG00000057254	0	0	0	0	0	0	0
ENSRNOG00000057256	2	0	2	0	2	5	5
ENSRNOG00000057263	0	0	0	0	0	0	0
ENSRNOG00000057264	11	6	5	7	7	8	9
ENSRNOG00000057266	0	0	0	0	0	0	0
ENSRNOG00000057267	0	0	0	0	0	0	0
ENSRNOG00000057280	0	0	0	0	0	0	0
ENSRNOG00000057284	3905	4214	3891	4086	3797	3826	3634
ENSRNOG00000057285	30	29	32	36	13	30	20
ENSRNOG00000057290	481	512	557	564	540	457	418
ENSRNOG00000057292	0	0	0	0	0	0	0
ENSRNOG00000057295	0	0	0	0	0	0	0
ENSRNOG00000057296	7.23612	17.111	7.25613	0	0	0	16.8659
ENSRNOG00000057297	17.9132	0	11.3325	8.55957	0	22.4496	0
ENSRNOG00000057301	0	0	0	4.11385E-05	0	0	0
ENSRNOG00000057306	0	0	0	0	0	0	0
ENSRNOG00000057310	0	0	0	0	0	0	0
ENSRNOG00000057312	0	0	0	0	0	0	0
ENSRNOG00000057314	0.677999	0	0	0.645118	0	0	0
ENSRNOG00000057315	1	5	2	1	3	4	1
ENSRNOG00000057321	5.84156	0	0	0	0	0	0
ENSRNOG00000057322	8	6	5	3	1	0	3
ENSRNOG00000057325	0	0	0	0	0	0	0
ENSRNOG00000057335	2	2	1	0	1	1	0
ENSRNOG00000057338	0	0	0	0	0	0	0
ENSRNOG00000057340	0	0	0	0	1	0	0
ENSRNOG00000057344	0	0	0	0	0	0	0
ENSRNOG00000057345	0	0	0	0	0	0	0
ENSRNOG00000057347	837	828	447	378	286	368	517
ENSRNOG00000057350	56	62	66	82	76	82	48
ENSRNOG00000057353	0	0	0	0	0	0	0
ENSRNOG00000057354	0	0	0	0	0	0	0
ENSRNOG00000057358	0	0	0	0	0	0	0
ENSRNOG00000057366	0	0	0	0	0	0	0
ENSRNOG00000057367	3742	4073	3747	4155	3814	3755	3538
ENSRNOG00000057372	331.349	322	342	337.227	307.26	297.623	284
ENSRNOG00000057376	0	0	0	0	0	0	0
ENSRNOG00000057378	1056	1151	928	1371	1180	1277	1011
ENSRNOG00000057380	2	1	1	0	3	1	3
ENSRNOG00000057384	183	193	172	235	216	236	170
ENSRNOG00000057387	0	0	0	0	0	0	0
ENSRNOG00000057389	221	247	190	188	180	186	207
ENSRNOG00000057390	0	0	0	0	0	0	0
ENSRNOG00000057392	76.1206	79.3514	54.4113	118.215	81.5854	96.7189	68.2467
ENSRNOG00000057396	17.6618	23.7083	21.2921	17.7114	12.1952	27.6681	18.1187
ENSRNOG00000057397	1.36417	3.82771	9.9508	1.12659	2.54975	5.36307	3.3966
ENSRNOG00000057400	0	0	0	0	0	0	1
ENSRNOG00000057404	12	11	22	16	11	16	25
ENSRNOG00000057407	0	0	0	0	0	0	0
ENSRNOG00000057410	0	0	0	0	0	0	0
ENSRNOG00000057416	63	90	94	121	84	84	65
ENSRNOG00000057419	0	0	0	0	0	0	0
ENSRNOG00000057421	0	0	0	0	0	0	0
ENSRNOG00000057427	3	1	1	3	2	1	0
ENSRNOG00000057430	127.886	165.39	159.956	186.003	155.717	160.386	131.676
ENSRNOG00000057443	74.6148	91.3017	38.5809	92.1679	98.6762	98.6476	52.6596
ENSRNOG00000057447	370.9998	481	448	528	516.9999	487.9998	417
ENSRNOG00000057449	0	0	0	0	0	0	0
ENSRNOG00000057451	3198	3838	2980	4461	3841	3945	3556
ENSRNOG00000057454	0	1	1	0	0	0	0
ENSRNOG00000057458	54	57	51	60	44	57	57
ENSRNOG00000057461	0	0	0	0	0	0	0
ENSRNOG00000057463	15.8545	9.36851	10.0844	8.82257	12.3944	19.9182	7.38761
ENSRNOG00000057464	652	761	813	961	735	950	769
ENSRNOG00000057469	0	1.00069	2.00032	0	1.00013	4.00192	1.00014
ENSRNOG00000057470	411.9997	433	346	365	376.99956	331.99978	362.9998
ENSRNOG00000057471	0	0	0	0	0	0	0
ENSRNOG00000057473	0	0	0	0	0	0	0
ENSRNOG00000057476	2.14573	0	0	0	0	0	0
ENSRNOG00000057484	0	0	0	0	0	0	0
ENSRNOG00000057487	0	0	0	0	0	0	0
ENSRNOG00000057488	88.7088	85.0776	72.7797	112.915	101.406	106.722	64.9737
ENSRNOG00000057493	0	0	0	0	0	0	0
ENSRNOG00000057494	0	0	0	0	0	0	0
ENSRNOG00000057497	0	0	0	0	0	0	0
ENSRNOG00000057499	13	18	11	40	24	25	24
ENSRNOG00000057501	329.381	307.628	275.841	320.072	268.966	280.055	249.49
ENSRNOG00000057502	42	66	59	94	68	66	70
ENSRNOG00000057505	0	0	1.00082	1.00077	1.00057	0	1.00041
ENSRNOG00000057507	0	0	0	0	0	0	0
ENSRNOG00000057509	2.55723E-06	1.20722E-06	2.52186E-05	1.91442E-07	7.29586E-06	8.15872E-06	0
ENSRNOG00000057510	0	0	0	0	0	0	0
ENSRNOG00000057515	0	0	0	0	0	0	0
ENSRNOG00000057522	68.965	61.7614	34.4537	82.6483	65.1509	58.2507	40.5495
ENSRNOG00000057542	2	0	1	0	0	0	2
ENSRNOG00000057545	9	8	19	8	11	8	7
ENSRNOG00000057548	0	0	0	0	0	0	0
ENSRNOG00000057550	0	0	0	0	0	0	0
ENSRNOG00000057554	0	0	0	1	0	0	0
ENSRNOG00000057556	1062.58	1120.31	979.928	1383.68	1143.41	1179.91	1029.92
ENSRNOG00000057557	3.3271230798	1.0535664679	1.0646843424	1.05450831422	1.0911369936	2.23605305	1.60802316
ENSRNOG00000057558	0	3.64231	0	2.00544	0	1.00308	0
ENSRNOG00000057560	0	0	0	0	0	0	0
ENSRNOG00000057563	0	0	0	0	0	0	0
ENSRNOG00000057569	18567.964	20782	20022.0127	30534.049	25279	24442.986	14811.9869
ENSRNOG00000057572	0	0	0	0	0	0	0
ENSRNOG00000057578	3	2	3	0	1	2	0
ENSRNOG00000057580	0	0	7.38522	0	3.17599	4.32668	0
ENSRNOG00000057587	0	0.333333	0	0	0	0	0
ENSRNOG00000057588	0	0	0	0	0	0	0
ENSRNOG00000057589	1289.03	1198.33	1030.34	1189	1118	1039.38	1055.44
ENSRNOG00000057596	0	0	0	0	0	0	0
ENSRNOG00000057597	0	0	0	0	0	0	0
ENSRNOG00000057601	15	14	23	21	15	16	18
ENSRNOG00000057604	0	0	0	0	0	0	0
ENSRNOG00000057607	0	0	0	0	0	0	0
ENSRNOG00000057610	0	0	0	0	0	0	0
ENSRNOG00000057616	5	3	3	2	1	3	0
ENSRNOG00000057618	0	0	0	0	0	0	0
ENSRNOG00000057619	492.351	478.544	381.133	463.936	367.03	458.169	409.642
ENSRNOG00000057620	1947.87	2319.87	1817.81	2655.84	2180.92	2190.75	2089.89
ENSRNOG00000057622	219	238	329	322	221	326	258
ENSRNOG00000057623	2865	2816	3027	3512	3007	2952	2519
ENSRNOG00000057626	8864.99139	9784.376	8045.287459	11444.42956595	9820.9015	9472.60995	7987.599
ENSRNOG00000057628	611	713.9997	576.9998	767	645	688.0001	634.9998
ENSRNOG00000057635	0	0	0	0	0	0	0
ENSRNOG00000057637	0	0	0	0	0	0	0
ENSRNOG00000057639	0	0	0	0	0	0	0
ENSRNOG00000057643	0	0	0	0	0	0	0
ENSRNOG00000057644	0	0	0	0	0	0	0
ENSRNOG00000057645	29	35	34	27	35	45	28
ENSRNOG00000057649	173	162	141	165	139	100	137
ENSRNOG00000057650	0	0	0	0	0	0	0
ENSRNOG00000057651	0	0	2	0	0	0	0
ENSRNOG00000057653	1.07491	7.85509	3.8995	3.39791	10.511	7.40426	5.01489
ENSRNOG00000057654	0	0	0	0	0	0	0
ENSRNOG00000057655	0	0	0	0	0	0	0
ENSRNOG00000057658	0	0	0	0	0	0	12.3558
ENSRNOG00000057659	4	3	3	6	3	6	7
ENSRNOG00000057662	5.45987	4.09321	8.07052	5.13491	12.3534	12.6317	20.897
ENSRNOG00000057663	0	0	0	0	0	0	0
ENSRNOG00000057664	0	0	0	0	0	0	0
ENSRNOG00000057667	74.736	52.7377	78.7417	65.5323	53.5509	68.7387	43.24
ENSRNOG00000057668	0	0	0	0	0	0	0
ENSRNOG00000057670	0	0	0	0	0	0	0
ENSRNOG00000057672	0	0	0	0	0	0	0
ENSRNOG00000057676	9954.9803	10170.9996	9418.9818	10854.985	10439.99	9625.998	8774.9894
